Summary,Season,Wedding_destination,Guest,Location,Describing_words,Priority_1,Priority_2,Priority_3,Estimate,Attire_Accessories,Beauty_spa,Entertainment,Flowers_Decorations,Gifts,invitations,Photography,Planner,venue_Catering_rental,Guest_number,range_start,range_end,Cost_per_person,Total_Estimate
How much does a fall wedding in Huntsville AL with 50 to 100 guests cost? The ceremony is at a garden or park and reception is at a historical building. The type of wedding is Casual Vintage Intimate. The wedding color theme is White. The estimated cost for this wedding is $33304.,Fall Wedding,Huntsville AL,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $444 to the total amount spent.,a garden or park,Casual Vintage Intimate,Event Food Service Catering Bar Service,Event Location/Venue,Photography & Video,33304,2836,270,167,254,3548,4125,915,1973,331,75,0,100,444,47723
How much does a fall wedding in Huntsville with 100 to 150 guests cost? The ceremony is at a garden or park and reception is at a historical building. The type of wedding is Casual Vintage Intimate. The wedding color theme is White. The estimated cost for this wedding is $40121.,Fall Wedding,Huntsville,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $321 to the total amount spent.,a garden or park,Casual Vintage Intimate,Event Food Service Catering Bar Service,Event Location/Venue,Photography & Video,40121,2373,470,167,254,3548,7214,1611,2492,582,125,0,150,321,58832
How much does a fall wedding in Miami FL with 150 to 200 guests cost? The wedding is at an event facility. The type of wedding is Destination. The wedding color theme is Ivory. The estimated cost for this wedding is $42099.,Fall Wedding,Miami FL,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $241 to the total amount spent.,an event facility,Ivory,None,None,None,42099,4536,738,177,4712,7567,8677,3602,944,653,175,0,200,241,73705
How much does a spring wedding in New York NY with 200 to 300 guests cost? The ceremony is at a church or other place of worship and reception is at a country club or golf course. The type of wedding is Formal Fun Garden. The wedding color theme is Yellows. The estimated cost for this wedding is $73870.,Spring Wedding,New York NY,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $295 to the total amount spent.,a church or other place of worship,Formal Fun Garden,Entertainment (DJ Live Band Musician/s etc.),Event Food Service Catering Bar Service,Event Location/Venue,73870,3342,1116,256,334,2858,19390,4168,4786,1540,250,0,300,295,111660
How much does a spring wedding in Estes Park CO with 50 to 100 guests cost? The wedding is at an event facility. The type of wedding is Romantic Simple Intimate. The wedding color theme is Reds. The estimated cost for this wedding is $17985.,Spring Wedding,Estes Park CO,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $240 to the total amount spent.,an event facility,Reds,None,None,None,17985,2273,244,287,6320,845,1937,224,5652,0,75,0,100,240,35767
How much does a spring wedding in New York NY with 200 to 300 guests cost? The ceremony is at a church or other place of worship and reception is at a country club or golf course. The type of wedding is Fun Garden Traditional. The wedding color theme is Blues. The estimated cost for this wedding is $53097.,Spring Wedding,New York NY,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $212 to the total amount spent.,a church or other place of worship,Fun Garden Traditional,Event Food Service Catering Bar Service,Event Location/Venue,None,53097,3953,1099,206,334,12541,20030,4633,1470,1051,250,0,300,212,98414
How much does a spring wedding in Sedona AZ with 50 to 100 guests cost? The wedding is at a country club or golf course. The type of wedding is Elegant Fun Modern. The wedding color theme is White. The estimated cost for this wedding is $24670.,Spring Wedding,Sedona AZ,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $329 to the total amount spent.,a country club or golf course,White,None,None,None,24670,3181,352,266,992,5140,4493,2314,401,239,75,0,100,329,42048
How much does a summer wedding in Kennebunkport ME with 150 to 200 guests cost? The ceremony is at a garden or park and reception is at a resort or hotel. The type of wedding is Fun Modern Intimate. The wedding color theme is Pinks. The estimated cost for this wedding is $52961.,Summer Wedding,Kennebunkport ME,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $303 to the total amount spent.,a garden or park,Fun Modern Intimate,Attire & Accessories (Wedding Dress Suit etc.),Event Food Service Catering Bar Service,Event Location/Venue,52961,3197,913,183,1355,14924,13435,3816,1139,960,175,0,200,303,92883
How much does a fall wedding in Rockford IL with 50 to 100 guests cost? The type of wedding is Romantic Simple Intimate. The wedding color theme is Champagne. The estimated cost for this wedding is $24034.,Fall Wedding,Rockford IL,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $320 to the total amount spent.,Champagne,None,None,None,None,24034,2112,238,229,256,3583,3605,783,1830,300,75,0,100,320,36970
How much does a fall wedding in Houston with 150 to 200 guests cost? The wedding is at some other location. The type of wedding is Formal Romantic Traditional. The wedding color theme is White. The estimated cost for this wedding is $36131.,Fall Wedding,Houston,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $206 to the total amount spent.,some other location,White,None,None,None,36131,1776,637,270,4564,6624,9868,518,286,3910,175,0,200,206,64584
How much does a fall wedding with 150 to 200 guests cost? The wedding is at the beach. The type of wedding is Beach Simple Farm/Barn. The wedding color theme is Blues. The estimated cost for this wedding is $34152.,Fall Wedding,None specified,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $195 to the total amount spent.,the beach,Blues,None,None,None,34152,2204,615,325,8559,12671,2190,862,741,2771,175,0,200,195,65090
How much does a fall wedding in Boothbay ME with 50 to 100 guests cost? The type of wedding is Destination DIY Unique. The wedding color theme is Purples. The estimated cost for this wedding is $25399.,Fall Wedding,Boothbay ME,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $339 to the total amount spent.,Purples,None,None,None,None,25399,2937,506,255,280,1578,7809,1227,556,219,75,0,100,339,40766
How much does a fall wedding in Broomfield CO with 50 to 100 guests cost? The wedding is at an event facility. The type of wedding is Simple Theme Unique. The wedding color theme is Black. The estimated cost for this wedding is $12545.,Fall Wedding,Broomfield CO,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $167 to the total amount spent.,an event facility,Black,None,None,None,12545,2722,237,113,300,2623,809,298,217,2676,75,0,100,167,22540
How much does a summer wedding in Fayetteville NY with 150 to 200 guests cost? The wedding is at a country club or golf course. The type of wedding is Elegant Formal Fun. The wedding color theme is Blues. The estimated cost for this wedding is $43161.,Summer Wedding,Fayetteville NY,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $247 to the total amount spent.,a country club or golf course,Blues,None,None,None,43161,834,314,321,7533,13516,3060,733,1295,5684,175,0,200,247,76451
How much does a fall wedding in Astoria NY with 100 to 150 guests cost? The wedding is at a farm or barn. The type of wedding is Fun Garden Vintage. The wedding color theme is Reds. The estimated cost for this wedding is $34352.,Fall Wedding,Astoria NY,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $275 to the total amount spent.,a farm or barn,Reds,None,None,None,34352,1721,315,1659,5762,7065,1474,592,724,1486,125,0,150,275,55150
How much does a summer wedding in Peekskill NY with 50 to 100 guests cost? The wedding is at a farm or barn. The type of wedding is Romantic Rustic Farm/Barn. The wedding color theme is Reds. The estimated cost for this wedding is $31490.,Summer Wedding,Peekskill NY,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $420 to the total amount spent.,a farm or barn,Reds,None,None,None,31490,3813,242,205,334,7220,3231,827,2250,313,75,0,100,420,49925
How much does a spring wedding in Burnet with 100 to 150 guests cost? The wedding is at a ranch. The type of wedding is Fun Romantic Farm/Barn. The wedding color theme is Greens. The estimated cost for this wedding is $29377.,Spring Wedding,Burnet,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $235 to the total amount spent.,a ranch,Greens,None,None,None,29377,2075,425,177,256,935,6957,1553,1406,558,125,0,150,235,43719
How much does a summer wedding in New York NY with 50 to 100 guests cost? The ceremony is at a church or other place of worship and reception is at a restaurant. The type of wedding is Garden Unique Intimate. The wedding color theme is Greens. The estimated cost for this wedding is $37019.,Summer Wedding,New York NY,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $494 to the total amount spent.,a church or other place of worship,Garden Unique Intimate,Entertainment (DJ Live Band Musician/s etc.),Event Food Service Catering Bar Service,Event Location/Venue,37019,3685,242,241,334,5767,4295,861,2024,309,75,0,100,494,54777
How much does a fall wedding in Tacoma WA with 100 to 150 guests cost? The ceremony is at a garden or park and reception is at an event facility. The type of wedding is DIY Romantic Modern. The wedding color theme is Greens. The estimated cost for this wedding is $38693.,Fall Wedding,Tacoma WA,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $310 to the total amount spent.,a garden or park,DIY Romantic Modern,Event Food Service Catering Bar Service,Event Location/Venue,Planner/Coordinator,38693,2424,450,294,320,1266,7804,1633,2685,601,125,0,150,310,56170
How much does a winter wedding in Augusta GA with 50 to 100 guests cost? The ceremony is at a church or other place of worship and reception is at a historical building. The type of wedding is Simple. The wedding color theme is Blues. The estimated cost for this wedding is $21464.,Winter Wedding,Augusta GA,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $286 to the total amount spent.,a church or other place of worship,Simple,Event Food Service Catering Bar Service,Event Location/Venue,Planner/Coordinator,21464,2470,271,136,250,4212,5416,1706,340,222,75,0,100,286,36487
How much does a summer wedding in Madison WI with 200 to 300 guests cost? The ceremony is at a church or other place of worship and reception is at an event facility. The type of wedding is Fun Romantic Rustic. The wedding color theme is Greens. The estimated cost for this wedding is $53502.,Summer Wedding,Madison WI,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $214 to the total amount spent.,a church or other place of worship,Fun Romantic Rustic,Entertainment (DJ Live Band Musician/s etc.),Event Food Service Catering Bar Service,Event Location/Venue,53502,1363,900,242,264,1232,15083,3333,3915,1427,250,0,300,214,81261
How much does a fall wedding in Austin TX with 100 to 150 guests cost? The ceremony is at some other location and reception is at a resort or hotel. The type of wedding is Fun Unique Modern. The wedding color theme is Black. The estimated cost for this wedding is $37500.,Fall Wedding,Austin TX,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $300 to the total amount spent.,some other location,Fun Unique Modern,Entertainment (DJ Live Band Musician/s etc.),Event Food Service Catering Bar Service,Photography & Video,37500,2836,483,244,263,6185,7816,1740,2588,917,125,0,150,300,60572
How much does a summer wedding in Bridgeport CT with 150 to 200 guests cost? The type of wedding is DIY Romantic Vintage. The wedding color theme is Greens. The estimated cost for this wedding is $37431.,Summer Wedding,Bridgeport CT,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $214 to the total amount spent.,Greens,None,None,None,None,37431,1937,566,206,336,1220,6722,2030,4094,902,175,0,200,214,55444
How much does a spring wedding in Los Angeles CA with 100 to 150 guests cost? The wedding is at some other location. The type of wedding is Fun Romantic Traditional. The wedding color theme is Blues. The estimated cost for this wedding is $28214.,Spring Wedding,Los Angeles CA,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $226 to the total amount spent.,some other location,Blues,None,None,None,28214,2763,472,203,330,1222,4328,1678,2795,630,125,0,150,226,42635
How much does a fall wedding in Hendersonville NC with 50 to 100 guests cost? The type of wedding is Elegant Intimate Experience. The wedding color theme is White. The estimated cost for this wedding is $18626.,Fall Wedding,Hendersonville NC,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $248 to the total amount spent.,None specified,White,None,None,None,18626,2333,302,152,254,2897,4691,2145,369,264,75,0,100,248,32033
How much does a wedding in Los Angeles CA with 150 to 200 guests cost? The wedding is at some other location. The type of wedding is Fun Romantic Traditional.  The estimated cost for this wedding is $35139.,None specified,Los Angeles CA,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $201 to the total amount spent.,some other location,None specified,None,None,None,35139,2283,682,203,330,1549,6415,2486,3434,989,175,0,200,201,53510
How much does a fall wedding in New Harmony IN with 50 to 100 guests cost? The wedding is at a lakefront. The type of wedding is Romantic Rustic Simple. The wedding color theme is Reds. The estimated cost for this wedding is $20793.,Fall Wedding,New Harmony IN,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $277 to the total amount spent.,a lakefront,Reds,None,None,None,20793,1732,228,147,253,1279,3089,1767,355,319,75,0,100,277,29962
How much does a winter wedding in Three Oaks MI with 200 to 300 guests cost? The wedding is at an event facility. The type of wedding is Casual Fun Simple. The wedding color theme is Reds. The estimated cost for this wedding is $49879.,Winter Wedding,Three Oaks MI,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $200 to the total amount spent.,an event facility,Reds,None,None,None,49879,2103,1037,202,240,773,14572,3728,3565,1558,250,0,300,200,77657
How much does a fall wedding in Monticello IL with 50 to 100 guests cost? The type of wedding is Formal Unique Intimate. The wedding color theme is Purples. The estimated cost for this wedding is $21277.,Fall Wedding,Monticello IL,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $284 to the total amount spent.,Purples,None,None,None,None,21277,1819,182,349,930,3836,4976,795,585,338,75,0,100,284,35087
How much does a fall wedding with 50 to 100 guests cost? The type of wedding is Formal Unique Intimate. The wedding color theme is Purples. The estimated cost for this wedding is $20509.,Fall Wedding,None specified,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $273 to the total amount spent.,Purples,None,None,None,None,20509,1819,174,317,888,3972,4595,771,598,338,75,0,100,273,33981
How much does a summer wedding in Champaign IL with 50 to 100 guests cost? The type of wedding is Formal Unique Intimate. The wedding color theme is Purples. The estimated cost for this wedding is $20797.,Summer Wedding,Champaign IL,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $277 to the total amount spent.,Purples,None,None,None,None,20797,1819,182,349,930,3836,4976,795,381,338,75,0,100,277,34403
How much does a spring wedding in Manheim PA with 200 to 300 guests cost? The wedding is at an event facility. The type of wedding is Rustic Simple Other. The wedding color theme is Reds. The estimated cost for this wedding is $53214.,Spring Wedding,Manheim PA,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $213 to the total amount spent.,an event facility,Reds,None,None,None,53214,2030,1023,259,297,1035,16577,3669,4111,1406,250,0,300,213,83621
How much does a spring wedding in Champaign IL with 150 to 200 guests cost? The wedding is at some other location. The type of wedding is Fun Simple Experience. The wedding color theme is Blues. The estimated cost for this wedding is $25588.,Spring Wedding,Champaign IL,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $146 to the total amount spent.,some other location,Blues,None,None,None,25588,1940,576,146,1249,6104,6455,884,1396,4694,175,0,200,146,49032
How much does a wedding in Amarillo with 50 to 100 guests cost? The ceremony is at a church or other place of worship and reception is at a banquet hall. The type of wedding is Formal Traditional. The wedding color theme is Blues. The estimated cost for this wedding is $17411.,None specified,Amarillo,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $232 to the total amount spent.,a church or other place of worship,Formal Traditional,Attire & Accessories (Wedding Dress Suit etc.),Bakery (Wedding Cake/dessert),Event Location/Venue,17411,1925,306,164,257,2541,5631,1981,374,294,75,0,100,232,30884
How much does a winter wedding in Annapolis MD with 100 to 150 guests cost? The wedding is at a historical building. The type of wedding is Elegant Romantic Vintage. The wedding color theme is Greens. The estimated cost for this wedding is $51995.,Winter Wedding,Annapolis MD,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $416 to the total amount spent.,a historical building,Greens,None,None,None,51995,2783,438,323,321,6622,7855,1606,2866,595,125,0,150,416,75404
How much does a summer wedding in Milwaukee with 50 to 100 guests cost? The wedding is at a garden or park. The type of wedding is Fun Garden Romantic. The wedding color theme is Greens. The estimated cost for this wedding is $21173.,Summer Wedding,Milwaukee,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $282 to the total amount spent.,a garden or park,Greens,None,None,None,21173,1411,201,152,273,1238,2777,711,1563,170,75,0,100,282,29669
How much does a wedding in Louisville KY with 100 to 150 guests cost? The wedding is at a farm or barn. The type of wedding is Fun Romantic Farm/Barn. The wedding color theme is White. The estimated cost for this wedding is $19518.,None specified,Louisville KY,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $156 to the total amount spent.,a farm or barn,White,None,None,None,19518,1271,422,155,256,1514,6746,2820,818,1069,125,0,150,156,34589
How much does a wedding in Milwaukee WI with 200 to 300 guests cost? The ceremony is at a church or other place of worship and reception is at an event facility. The type of wedding is Elegant Fun Traditional. The wedding color theme is Blues. The estimated cost for this wedding is $39996.,None specified,Milwaukee WI,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $160 to the total amount spent.,a church or other place of worship,Elegant Fun Traditional,Event Food Service Catering Bar Service,Event Location/Venue,Photography & Video,39996,2620,897,266,273,1118,13175,3681,1179,846,250,0,300,160,64051
How much does a fall wedding in coweta  with 25 to 50 guests cost? The ceremony is at a church or other place of worship and reception is at a banquet hall. The type of wedding is Elegant Fun Modern. The wedding color theme is Other. The estimated cost for this wedding is $14473.,Fall Wedding,coweta,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $381 to the total amount spent.,a church or other place of worship,Elegant Fun Modern,Event Food Service Catering Bar Service,Event Location/Venue,Photography & Video,14473,2112,133,244,1357,3284,471,170,100,5159,38,0,50,381,27503
How much does a wedding in Fresno CA with 150 to 200 guests cost? The wedding is at a ranch. The type of wedding is Elegant Formal Romantic. The wedding color theme is Pinks. The estimated cost for this wedding is $33433.,None specified,Fresno CA,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $191 to the total amount spent.,a ranch,Pinks,None,None,None,33433,2201,892,186,300,8321,9119,4061,1233,1001,175,0,200,191,60747
How much does a summer wedding in San Diego CA with 50 to 100 guests cost? The wedding is at an event facility. The type of wedding is Fun Romantic Vintage. The wedding color theme is White. The estimated cost for this wedding is $27854.,Summer Wedding,San Diego CA,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $371 to the total amount spent.,an event facility,White,None,None,None,27854,4443,127,6842,2508,5494,972,7389,0,0,75,0,100,371,55629
How much does a fall wedding in Atlanta GA with 50 to 100 guests cost? The wedding is at an event facility. The type of wedding is Elegant Romantic Theme. The wedding color theme is Black. The estimated cost for this wedding is $20859.,Fall Wedding,Atlanta GA,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $278 to the total amount spent.,an event facility,Black,None,None,None,20859,2154,252,105,266,2660,4349,2257,328,326,75,0,100,278,33556
How much does a winter wedding in Lakeland FL with 50 to 100 guests cost? The wedding is at an event facility. The type of wedding is Formal Romantic Vintage. The wedding color theme is Black. The estimated cost for this wedding is $19735.,Winter Wedding,Lakeland FL,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $263 to the total amount spent.,an event facility,Black,None,None,None,19735,3088,305,257,934,4268,4043,940,453,163,75,0,100,263,34186
How much does a summer wedding in Leesburg VA with 50 to 100 guests cost? The wedding is at a farm or barn. The type of wedding is Rustic Farm/Barn Experience. The wedding color theme is Blues. The estimated cost for this wedding is $26398.,Summer Wedding,Leesburg VA,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $352 to the total amount spent.,a farm or barn,Blues,None,None,None,26398,2690,211,201,325,1751,3837,729,2128,272,75,0,100,352,38542
How much does a summer wedding in Lincoln ne with 200 to 300 guests cost? The type of wedding is DIY Modern Farm/Barn. The wedding color theme is White. The estimated cost for this wedding is $51600.,Summer Wedding,Lincoln ne,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $206 to the total amount spent.,White,None,None,None,None,51600,1922,921,231,261,5195,14256,3138,3733,1379,250,0,300,206,82636
How much does a spring wedding with more than 300 guests cost? The ceremony is at a church or other place of worship and reception is at a banquet hall. The type of wedding is Romantic Traditional Modern. The wedding color theme is Champagne. The estimated cost for this wedding is $71732.,Spring Wedding,None specified,This estimate is based on having 400 guests with a range of more than 300 guests. Adding a single guest will likely add $179 to the total amount spent.,a church or other place of worship,Romantic Traditional Modern,Entertainment (DJ Live Band Musician/s etc.),Event Food Service Catering Bar Service,Photography & Video,71732,2768,1936,258,271,1400,31249,7047,6500,2530,400,0,300,179,125691
How much does a fall wedding in san franciso with 100 to 150 guests cost? The wedding is at an event facility. The type of wedding is Fun Simple Modern. The wedding color theme is Greens. The estimated cost for this wedding is $49527.,Fall Wedding,san franciso,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $396 to the total amount spent.,an event facility,Greens,None,None,None,49527,3423,427,247,353,1360,7705,1531,2012,545,125,0,150,396,67130
How much does a fall wedding in Albuquerque NM with 50 to 100 guests cost? The wedding is at a country club or golf course. The type of wedding is Elegant Fun Modern. The wedding color theme is Reds. The estimated cost for this wedding is $21832.,Fall Wedding,Albuquerque NM,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $291 to the total amount spent.,a country club or golf course,Reds,None,None,None,21832,1951,285,231,1043,3970,4908,1891,381,548,75,0,100,291,37040
How much does a wedding in Jacksonville FL with less than 25 guests cost? The wedding is at a garden or park. The type of wedding is DIY Simple Intimate. The wedding color theme is Other. The estimated cost for this wedding is $11170.,None specified,Jacksonville FL,This estimate is based on having 15 guests with a range of less than 25 guests. Adding a single guest will likely add $745 to the total amount spent.,a garden or park,Other,None,None,None,11170,1867,41,274,435,1322,693,4000,2529,0,15,0,25,745,22331
How much does a spring wedding in Cheektowaga ny with 150 to 200 guests cost? The wedding is at a banquet hall. The type of wedding is Casual Romantic Experience. The wedding color theme is Reds. The estimated cost for this wedding is $30906.,Spring Wedding,Cheektowaga ny,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $177 to the total amount spent.,a banquet hall,Reds,None,None,None,30906,2614,852,183,317,1265,7027,2724,3403,1009,175,0,200,177,50300
How much does a fall wedding in Orange CA with 25 to 50 guests cost? The wedding is at some other location. The type of wedding is Casual Fun Intimate. The wedding color theme is Oranges. The estimated cost for this wedding is $24464.,Fall Wedding,Orange CA,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $644 to the total amount spent.,some other location,Oranges,None,None,None,24464,2657,127,6363,2113,4831,1801,170,927,3254,38,0,50,644,46707
How much does a summer wedding in Seattle WA with 100 to 150 guests cost? The type of wedding is Beach Formal Romantic. The wedding color theme is Blues. The estimated cost for this wedding is $35837.,Summer Wedding,Seattle WA,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $287 to the total amount spent.,None specified,Blues,None,None,None,35837,2576,453,463,1611,6329,9610,2179,578,530,125,0,150,287,60166
How much does a summer wedding in Hood River OR with 200 to 300 guests cost? The wedding is at a winery. The type of wedding is Casual Fun Garden. The wedding color theme is Greens. The estimated cost for this wedding is $71009.,Summer Wedding,Hood River OR,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $284 to the total amount spent.,a winery,Greens,None,None,None,71009,1792,1552,268,307,1372,22627,5789,4275,2141,250,0,300,284,111132
How much does a summer wedding in Colorado S with 50 to 100 guests cost? The ceremony is at a church or other place of worship and reception is at some other location. The type of wedding is Casual DIY Farm/Barn. The wedding color theme is Greens. The estimated cost for this wedding is $23052.,Summer Wedding,Colorado S,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $307 to the total amount spent.,a church or other place of worship,Casual DIY Farm/Barn,Attire & Accessories (Wedding Dress Suit etc.),Event Location/Venue,Photography & Video,23052,3331,65,2176,6478,844,1656,197,1749,4341,75,0,100,307,43889
How much does a fall wedding in Jupiter with 50 to 100 guests cost? The wedding is at an event facility. The type of wedding is Beach Casual Romantic. The wedding color theme is Pinks. The estimated cost for this wedding is $14210.,Fall Wedding,Jupiter,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $189 to the total amount spent.,an event facility,Pinks,None,None,None,14210,2122,255,176,1088,3480,1164,355,4734,480,75,0,100,189,28064
How much does a fall wedding in Mesa AZ with 50 to 100 guests cost? The wedding is at a garden or park. The type of wedding is Romantic Rustic Vintage. The wedding color theme is Pinks. The estimated cost for this wedding is $19448.,Fall Wedding,Mesa AZ,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $259 to the total amount spent.,a garden or park,Pinks,None,None,None,19448,1840,245,164,391,1544,3862,840,1875,328,75,0,100,259,30537
How much does a summer wedding in Healdsburg CA with 50 to 100 guests cost? The wedding is at a winery. The type of wedding is Elegant Romantic Rustic. The wedding color theme is Gold. The estimated cost for this wedding is $29232.,Summer Wedding,Healdsburg CA,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $390 to the total amount spent.,a winery,Gold,None,None,None,29232,3291,315,203,327,2055,5013,1080,2294,422,75,0,100,390,44232
How much does a spring wedding in Hilton Head Island SC with 100 to 150 guests cost? The wedding is at a resort or hotel. The type of wedding is Formal Romantic Modern. The wedding color theme is Black. The estimated cost for this wedding is $22378.,Spring Wedding,Hilton Head Island SC,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $179 to the total amount spent.,a resort or hotel,Black,None,None,None,22378,2582,505,157,256,5163,5649,2633,728,630,125,0,150,179,40681
How much does a wedding in Huntington NY with 100 to 150 guests cost? The wedding is at an event facility. The type of wedding is Formal Traditional Modern. The wedding color theme is Black. The estimated cost for this wedding is $29669.,None specified,Huntington NY,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $237 to the total amount spent.,an event facility,Black,None,None,None,29669,4209,462,216,334,1814,5195,1617,2939,583,125,0,150,237,47038
How much does a summer wedding in New Rochelle NY with 100 to 150 guests cost? The wedding is at a banquet hall. The type of wedding is Beach Garden. The wedding color theme is Oranges. The estimated cost for this wedding is $23861.,Summer Wedding,New Rochelle NY,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $191 to the total amount spent.,a banquet hall,Oranges,None,None,None,23861,3142,437,208,334,3958,7396,2801,574,440,125,0,150,191,43151
How much does a summer wedding in Clovis CA with 200 to 300 guests cost? The wedding is at an event facility. The type of wedding is Elegant Fun Romantic. The wedding color theme is Blues. The estimated cost for this wedding is $55422.,Summer Wedding,Clovis CA,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $222 to the total amount spent.,an event facility,Blues,None,None,None,55422,2146,1380,95,300,1689,18623,4765,4796,1788,250,0,300,222,91004
How much does a fall wedding in Lees Summit MO with 100 to 150 guests cost? The wedding is at a church or other place of worship. The type of wedding is Casual Simple Traditional. The wedding color theme is Greens. The estimated cost for this wedding is $24011.,Fall Wedding,Lees Summit MO,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $192 to the total amount spent.,a church or other place of worship,Greens,None,None,None,24011,2699,357,87,3904,4898,1272,449,408,5036,125,0,150,192,43121
How much does a spring wedding in Camarillo CA with 50 to 100 guests cost? The ceremony is at a church or other place of worship and reception is at a historical building. The type of wedding is Fun Romantic Intimate. The wedding color theme is Pinks. The estimated cost for this wedding is $34690.,Spring Wedding,Camarillo CA,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $463 to the total amount spent.,a church or other place of worship,Fun Romantic Intimate,Entertainment (DJ Live Band Musician/s etc.),Event Food Service Catering Bar Service,Flowers & Decorations,34690,2956,295,332,346,2060,5048,1043,3254,400,75,0,100,463,50424
How much does a fall wedding in Des Moines IA with 200 to 300 guests cost? The ceremony is at a church or other place of worship and reception is at an event facility.  The estimated cost for this wedding is $41503.,Fall Wedding,Des Moines IA,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $166 to the total amount spent.,a church or other place of worship,None specified,None specified,None,None,41503,2283,906,94,266,1915,13057,3340,3500,1179,250,0,300,166,68043
